50
7  1.990591e-04 Al2O3 9.623222e-03 SiO2 5.646286e-01 K2O 5.602718e-03 CaO 6.220316e-02 MgO 2.721102e-02 Na2O 9.048600e-03 Ag2O 3.216827e-01 
7  1.880445e-04 Al2O3 1.005262e-02 SiO2 5.898231e-01 K2O 5.852719e-03 CaO 6.497875e-02 MgO 2.842521e-02 Na2O 2.574415e-02 Ag2O 2.751235e-01 
7  1.782669e-04 Al2O3 1.043380e-02 SiO2 6.121881e-01 K2O 6.074642e-03 CaO 6.744262e-02 MgO 2.950304e-02 Na2O 4.056468e-02 Ag2O 2.337932e-01 
7  1.696920e-04 Al2O3 1.076809e-02 SiO2 6.318022e-01 K2O 6.269270e-03 CaO 6.960344e-02 MgO 3.044830e-02 Na2O 5.356231e-02 Ag2O 1.975464e-01 
7  1.622513e-04 Al2O3 1.105817e-02 SiO2 6.488218e-01 K2O 6.438153e-03 CaO 7.147843e-02 MgO 3.126852e-02 Na2O 6.484067e-02 Ag2O 1.660943e-01 
7  1.558542e-04 Al2O3 1.130756e-02 SiO2 6.634544e-01 K2O 6.583350e-03 CaO 7.309046e-02 MgO 3.197371e-02 Na2O 7.453721e-02 Ag2O 1.390533e-01 
7  1.503978e-04 Al2O3 1.152027e-02 SiO2 6.759352e-01 K2O 6.707195e-03 CaO 7.446542e-02 MgO 3.257519e-02 Na2O 8.280782e-02 Ag2O 1.159889e-01 
7  1.457752e-04 Al2O3 1.170048e-02 SiO2 6.865087e-01 K2O 6.812114e-03 CaO 7.563026e-02 MgO 3.308476e-02 Na2O 8.981453e-02 Ag2O 9.644918e-02 
7  1.418815e-04 Al2O3 1.185227e-02 SiO2 6.954150e-01 K2O 6.900490e-03 CaO 7.661144e-02 MgO 3.351398e-02 Na2O 9.571645e-02 Ag2O 7.999036e-02 
7  1.386176e-04 Al2O3 1.197952e-02 SiO2 7.028808e-01 K2O 6.974572e-03 CaO 7.743392e-02 MgO 3.387377e-02 Na2O 1.006638e-01 Ag2O 6.619366e-02 
7  1.358927e-04 Al2O3 1.208575e-02 SiO2 7.091137e-01 K2O 7.036419e-03 CaO 7.812058e-02 MgO 3.417415e-02 Na2O 1.047941e-01 Ag2O 5.467536e-02 
7  1.336255e-04 Al2O3 1.217413e-02 SiO2 7.142996e-01 K2O 7.087879e-03 CaO 7.869189e-02 MgO 3.442408e-02 Na2O 1.082307e-01 Ag2O 4.509177e-02 
7  1.317445e-04 Al2O3 1.224747e-02 SiO2 7.186023e-01 K2O 7.130574e-03 CaO 7.916591e-02 MgO 3.463144e-02 Na2O 1.110819e-01 Ag2O 3.714040e-02 
7  1.301874e-04 Al2O3 1.230817e-02 SiO2 7.221638e-01 K2O 7.165914e-03 CaO 7.955827e-02 MgO 3.480308e-02 Na2O 1.134420e-01 Ag2O 3.055870e-02 
7  1.289011e-04 Al2O3 1.235831e-02 SiO2 7.251062e-01 K2O 7.195111e-03 CaO 7.988242e-02 MgO 3.494488e-02 Na2O 1.153918e-01 Ag2O 2.512128e-02 
7  1.278401e-04 Al2O3 1.239968e-02 SiO2 7.275331e-01 K2O 7.219192e-03 CaO 8.014978e-02 MgO 3.506183e-02 Na2O 1.170000e-01 Ag2O 2.063641e-02 
7  1.269661e-04 Al2O3 1.243375e-02 SiO2 7.295322e-01 K2O 7.239029e-03 CaO 8.037001e-02 MgO 3.515818e-02 Na2O 1.183248e-01 Ag2O 1.694209e-02 
7  1.262470e-04 Al2O3 1.246178e-02 SiO2 7.311771e-01 K2O 7.255351e-03 CaO 8.055123e-02 MgO 3.523745e-02 Na2O 1.194148e-01 Ag2O 1.390228e-02 
7  1.256558e-04 Al2O3 1.248483e-02 SiO2 7.325294e-01 K2O 7.268770e-03 CaO 8.070020e-02 MgO 3.530262e-02 Na2O 1.203109e-01 Ag2O 1.140328e-02 
7  1.251701e-04 Al2O3 1.250376e-02 SiO2 7.336403e-01 K2O 7.279793e-03 CaO 8.082259e-02 MgO 3.535616e-02 Na2O 1.210471e-01 Ag2O 9.350372e-03 
7  1.247714e-04 Al2O3 1.251931e-02 SiO2 7.345523e-01 K2O 7.288843e-03 CaO 8.092306e-02 MgO 3.540011e-02 Na2O 1.216514e-01 Ag2O 7.664954e-03 
7  1.244442e-04 Al2O3 1.253206e-02 SiO2 7.353007e-01 K2O 7.296269e-03 CaO 8.100551e-02 MgO 3.543618e-02 Na2O 1.221474e-01 Ag2O 6.281927e-03 
7  1.241758e-04 Al2O3 1.254253e-02 SiO2 7.359145e-01 K2O 7.302360e-03 CaO 8.107314e-02 MgO 3.546576e-02 Na2O 1.225542e-01 Ag2O 5.147501e-03 
7  1.239558e-04 Al2O3 1.255111e-02 SiO2 7.364179e-01 K2O 7.307355e-03 CaO 8.112859e-02 MgO 3.549002e-02 Na2O 1.228877e-01 Ag2O 4.217300e-03 
7  1.237754e-04 Al2O3 1.255814e-02 SiO2 7.368305e-01 K2O 7.311450e-03 CaO 8.117405e-02 MgO 3.550991e-02 Na2O 1.231612e-01 Ag2O 3.454768e-03 
7  1.236276e-04 Al2O3 1.256390e-02 SiO2 7.371687e-01 K2O 7.314805e-03 CaO 8.121130e-02 MgO 3.552620e-02 Na2O 1.233853e-01 Ag2O 2.829823e-03 
7  1.235064e-04 Al2O3 1.256862e-02 SiO2 7.374458e-01 K2O 7.317555e-03 CaO 8.124183e-02 MgO 3.553956e-02 Na2O 1.235689e-01 Ag2O 2.317734e-03 
7  1.234072e-04 Al2O3 1.257249e-02 SiO2 7.376728e-01 K2O 7.319808e-03 CaO 8.126684e-02 MgO 3.555050e-02 Na2O 1.237193e-01 Ag2O 1.898184e-03 
7  1.233258e-04 Al2O3 1.257566e-02 SiO2 7.378588e-01 K2O 7.321653e-03 CaO 8.128733e-02 MgO 3.555946e-02 Na2O 1.238426e-01 Ag2O 1.554494e-03 
7  1.232592e-04 Al2O3 1.257826e-02 SiO2 7.380112e-01 K2O 7.323165e-03 CaO 8.130411e-02 MgO 3.556680e-02 Na2O 1.239435e-01 Ag2O 1.272974e-03 
7  1.232047e-04 Al2O3 1.258039e-02 SiO2 7.381359e-01 K2O 7.324403e-03 CaO 8.131786e-02 MgO 3.557282e-02 Na2O 1.240262e-01 Ag2O 1.042400e-03 
7  1.231600e-04 Al2O3 1.258213e-02 SiO2 7.382381e-01 K2O 7.325417e-03 CaO 8.132912e-02 MgO 3.557774e-02 Na2O 1.240939e-01 Ag2O 8.535627e-04 
7  1.231234e-04 Al2O3 1.258355e-02 SiO2 7.383218e-01 K2O 7.326247e-03 CaO 8.133833e-02 MgO 3.558177e-02 Na2O 1.241494e-01 Ag2O 6.989173e-04 
7  1.230935e-04 Al2O3 1.258472e-02 SiO2 7.383903e-01 K2O 7.326927e-03 CaO 8.134588e-02 MgO 3.558508e-02 Na2O 1.241948e-01 Ag2O 5.722782e-04 
7  1.230689e-04 Al2O3 1.258568e-02 SiO2 7.384464e-01 K2O 7.327484e-03 CaO 8.135207e-02 MgO 3.558778e-02 Na2O 1.242320e-01 Ag2O 4.685773e-04 
7  1.230489e-04 Al2O3 1.258646e-02 SiO2 7.384924e-01 K2O 7.327940e-03 CaO 8.135713e-02 MgO 3.558999e-02 Na2O 1.242624e-01 Ag2O 3.836626e-04 
7  1.230324e-04 Al2O3 1.258710e-02 SiO2 7.385300e-01 K2O 7.328313e-03 CaO 8.136127e-02 MgO 3.559181e-02 Na2O 1.242874e-01 Ag2O 3.141323e-04 
