Rel. int Sr ka is 9.833835e-06 
Rel. int Zr ka is 2.032310e-04 
Rel. int Ba la1 is 1.357260e-04 
Rel. int Al ka is 1.488737e-04 
Rel. int S ka is 2.759835e-04 
Rel. int Cl ka is 3.840033e-05 
Rel. int Si ka is 1.050448e-01 
Rel. int Fe ka is 4.158478e-04 
Rel. int Ti ka is 1.863417e-04 
Rel. int K ka is 3.427356e-03 
Rel. int Ca ka is 2.669964e-02 
Rel. int Mg ka is 3.782735e-03 
Rel. int Na ka is 1.610449e-03 
Rel. int Ag la1 is 3.845449e-01 
