25
7  3.867933e-04 Al2O3 9.843970e-03 SiO2 5.775807e-01 K2O 5.731239e-03 CaO 6.363004e-02 MgO 2.783521e-02 Na2O 1.763149e-02 Ag2O 2.977474e-01 
7  3.476655e-04 Al2O3 1.060666e-02 SiO2 6.223307e-01 K2O 6.175286e-03 CaO 6.856000e-02 MgO 2.999184e-02 Na2O 4.728587e-02 Ag2O 2.150497e-01 
7  3.178570e-04 Al2O3 1.118770e-02 SiO2 6.564222e-01 K2O 6.513571e-03 CaO 7.231574e-02 MgO 3.163480e-02 Na2O 6.987719e-02 Ag2O 1.520488e-01 
7  2.959779e-04 Al2O3 1.161418e-02 SiO2 6.814451e-01 K2O 6.761869e-03 CaO 7.507243e-02 MgO 3.284073e-02 Na2O 8.645906e-02 Ag2O 1.058066e-01 
7  2.803535e-04 Al2O3 1.191873e-02 SiO2 6.993145e-01 K2O 6.939184e-03 CaO 7.704104e-02 MgO 3.370190e-02 Na2O 9.830052e-02 Ag2O 7.278413e-02 
7  2.694132e-04 Al2O3 1.213199e-02 SiO2 7.118267e-01 K2O 7.063341e-03 CaO 7.841947e-02 MgO 3.430490e-02 Na2O 1.065920e-01 Ag2O 4.966159e-02 
7  2.618579e-04 Al2O3 1.227926e-02 SiO2 7.204676e-01 K2O 7.149083e-03 CaO 7.937141e-02 MgO 3.472133e-02 Na2O 1.123180e-01 Ag2O 3.369326e-02 
7  2.566899e-04 Al2O3 1.237999e-02 SiO2 7.263782e-01 K2O 7.207733e-03 CaO 8.002255e-02 MgO 3.500618e-02 Na2O 1.162348e-01 Ag2O 2.277055e-02 
7  2.531780e-04 Al2O3 1.244845e-02 SiO2 7.303948e-01 K2O 7.247589e-03 CaO 8.046504e-02 MgO 3.519975e-02 Na2O 1.188964e-01 Ag2O 1.534796e-02 
7  2.508020e-04 Al2O3 1.249476e-02 SiO2 7.331121e-01 K2O 7.274553e-03 CaO 8.076441e-02 MgO 3.533071e-02 Na2O 1.206971e-01 Ag2O 1.032632e-02 
7  2.491994e-04 Al2O3 1.252600e-02 SiO2 7.349450e-01 K2O 7.292740e-03 CaO 8.096632e-02 MgO 3.541904e-02 Na2O 1.219117e-01 Ag2O 6.939245e-03 
7  2.481207e-04 Al2O3 1.254703e-02 SiO2 7.361787e-01 K2O 7.304982e-03 CaO 8.110224e-02 MgO 3.547849e-02 Na2O 1.227292e-01 Ag2O 4.659323e-03 
7  2.473956e-04 Al2O3 1.256116e-02 SiO2 7.370080e-01 K2O 7.313211e-03 CaO 8.119360e-02 MgO 3.551846e-02 Na2O 1.232788e-01 Ag2O 3.126756e-03 
7  2.469086e-04 Al2O3 1.257066e-02 SiO2 7.375650e-01 K2O 7.318737e-03 CaO 8.125496e-02 MgO 3.554530e-02 Na2O 1.236479e-01 Ag2O 2.097511e-03 
7  2.465818e-04 Al2O3 1.257703e-02 SiO2 7.379388e-01 K2O 7.322447e-03 CaO 8.129614e-02 MgO 3.556332e-02 Na2O 1.238956e-01 Ag2O 1.406716e-03 
7  2.463625e-04 Al2O3 1.258130e-02 SiO2 7.381896e-01 K2O 7.324935e-03 CaO 8.132377e-02 MgO 3.557540e-02 Na2O 1.240618e-01 Ag2O 9.432707e-04 
7  2.462154e-04 Al2O3 1.258417e-02 SiO2 7.383578e-01 K2O 7.326604e-03 CaO 8.134230e-02 MgO 3.558351e-02 Na2O 1.241732e-01 Ag2O 6.324373e-04 
7  2.461168e-04 Al2O3 1.258609e-02 SiO2 7.384706e-01 K2O 7.327723e-03 CaO 8.135472e-02 MgO 3.558894e-02 Na2O 1.242480e-01 Ag2O 4.240002e-04 
7  2.460507e-04 Al2O3 1.258738e-02 SiO2 7.385462e-01 K2O 7.328474e-03 CaO 8.136305e-02 MgO 3.559259e-02 Na2O 1.242981e-01 Ag2O 2.842449e-04 
7  2.460063e-04 Al2O3 1.258824e-02 SiO2 7.385969e-01 K2O 7.328977e-03 CaO 8.136864e-02 MgO 3.559503e-02 Na2O 1.243317e-01 Ag2O 1.905481e-04 
7  2.459766e-04 Al2O3 1.258882e-02 SiO2 7.386309e-01 K2O 7.329314e-03 CaO 8.137239e-02 MgO 3.559667e-02 Na2O 1.243542e-01 Ag2O 1.277341e-04 
7  2.459567e-04 Al2O3 1.258921e-02 SiO2 7.386537e-01 K2O 7.329540e-03 CaO 8.137490e-02 MgO 3.559777e-02 Na2O 1.243693e-01 Ag2O 8.562538e-05 
7  2.459433e-04 Al2O3 1.258947e-02 SiO2 7.386689e-01 K2O 7.329692e-03 CaO 8.137658e-02 MgO 3.559850e-02 Na2O 1.243794e-01 Ag2O 5.739760e-05 
7  2.459344e-04 Al2O3 1.258965e-02 SiO2 7.386792e-01 K2O 7.329793e-03 CaO 8.137771e-02 MgO 3.559900e-02 Na2O 1.243862e-01 Ag2O 3.847529e-05 
7  2.459284e-04 Al2O3 1.258976e-02 SiO2 7.386860e-01 K2O 7.329862e-03 CaO 8.137846e-02 MgO 3.559933e-02 Na2O 1.243908e-01 Ag2O 2.579100e-05 
